,rv_dt,value,category,rv_seen
515,2023-06-19,90.52,Non Open Resolvers,4049976
516,2023-06-20,90.85,Non Open Resolvers,4455855
517,2023-06-21,91.2,Non Open Resolvers,4355507
518,2023-06-22,91.53,Non Open Resolvers,4207392
519,2023-06-23,91.35,Non Open Resolvers,4017399
520,2023-06-24,91.46,Non Open Resolvers,4004835
521,2023-06-25,91.73,Non Open Resolvers,3873352
522,2023-06-26,91.37,Non Open Resolvers,3898966
523,2023-06-27,91.57,Non Open Resolvers,3984841
524,2023-06-28,91.81,Non Open Resolvers,3825380
525,2023-06-29,91.73,Non Open Resolvers,3872556
526,2023-06-30,91.77,Non Open Resolvers,3812535
527,2023-07-01,91.94,Non Open Resolvers,3804426
528,2023-07-02,91.99,Non Open Resolvers,3824313
529,2023-07-03,91.65,Non Open Resolvers,3763046
530,2023-07-04,91.84,Non Open Resolvers,3765796
531,2023-07-05,91.75,Non Open Resolvers,3897970
532,2023-07-06,92.05,Non Open Resolvers,3991827
533,2023-07-07,92.22,Non Open Resolvers,3915958
534,2023-07-08,92.13,Non Open Resolvers,3949554
535,2023-07-09,92.39,Non Open Resolvers,3937470
536,2023-07-10,92.25,Non Open Resolvers,4083922
537,2023-07-11,91.56,Non Open Resolvers,3888211
538,2023-07-13,90.99,Non Open Resolvers,3702057
539,2023-07-14,91.41,Non Open Resolvers,3698994
540,2023-07-15,91.26,Non Open Resolvers,3611094
541,2023-07-16,91.46,Non Open Resolvers,3787674
542,2023-07-17,90.83,Non Open Resolvers,3862414
543,2023-07-18,90.93,Non Open Resolvers,4235670
544,2023-07-19,90.97,Non Open Resolvers,4310398
545,2023-07-20,90.73,Non Open Resolvers,3517648
546,2023-07-21,90.96,Non Open Resolvers,3659748
547,2023-07-22,91.44,Non Open Resolvers,3607316
548,2023-07-23,91.19,Non Open Resolvers,3490361
549,2023-07-24,91.25,Non Open Resolvers,3457107
550,2023-07-25,91.01,Non Open Resolvers,3426545
551,2023-07-26,90.68,Non Open Resolvers,3480781
552,2023-07-27,91.05,Non Open Resolvers,3448839
553,2023-07-28,90.99,Non Open Resolvers,3377885
554,2023-07-29,90.82,Non Open Resolvers,3388798
555,2023-07-30,90.74,Non Open Resolvers,3262792
556,2023-07-31,90.98,Non Open Resolvers,3167717
557,2023-08-01,90.75,Non Open Resolvers,3346728
558,2023-08-02,90.88,Non Open Resolvers,3228799
559,2023-08-03,90.73,Non Open Resolvers,3333970
560,2023-08-04,90.59,Non Open Resolvers,3313678
561,2023-08-05,90.75,Non Open Resolvers,3444192
562,2023-08-06,90.85,Non Open Resolvers,3343769
563,2023-08-07,90.43,Non Open Resolvers,3320449
564,2023-08-08,90.68,Non Open Resolvers,3421660
565,2023-08-09,90.79,Non Open Resolvers,3350722
566,2023-08-10,90.71,Non Open Resolvers,3415875
567,2023-08-11,90.9,Non Open Resolvers,3408058
568,2023-08-12,91.23,Non Open Resolvers,3640534
569,2023-08-13,91.11,Non Open Resolvers,3614371
570,2023-08-14,91.52,Non Open Resolvers,3625604
571,2023-08-15,91.4,Non Open Resolvers,3585361
572,2023-08-16,90.96,Non Open Resolvers,3588652
573,2023-08-17,91.2,Non Open Resolvers,3506764
574,2023-08-18,91.07,Non Open Resolvers,3556673
575,2023-08-19,91.2,Non Open Resolvers,3528859
576,2023-08-20,91.1,Non Open Resolvers,3554644
577,2023-08-21,90.81,Non Open Resolvers,3575463
578,2023-08-22,91.09,Non Open Resolvers,3651731
579,2023-08-23,90.94,Non Open Resolvers,3562689
580,2023-08-24,91.38,Non Open Resolvers,3677751
581,2023-08-25,91.48,Non Open Resolvers,3783964
582,2023-08-26,91.39,Non Open Resolvers,3759394
583,2023-08-27,91.78,Non Open Resolvers,3636846
584,2023-08-28,91.28,Non Open Resolvers,3563047
585,2023-08-29,91.77,Non Open Resolvers,3621379
586,2023-08-30,91.45,Non Open Resolvers,3670716
587,2023-08-31,91.67,Non Open Resolvers,2505407
588,2023-09-02,91.17,Non Open Resolvers,4935926
589,2023-09-03,91.51,Non Open Resolvers,4728555
590,2023-09-04,90.87,Non Open Resolvers,4101721
591,2023-09-05,91.14,Non Open Resolvers,4217295
592,2023-09-06,90.83,Non Open Resolvers,4285916
593,2023-09-07,90.73,Non Open Resolvers,4337305
594,2023-09-08,90.88,Non Open Resolvers,4479719
595,2023-09-09,90.6,Non Open Resolvers,4631691
596,2023-09-10,90.66,Non Open Resolvers,4464816
597,2023-09-11,90.58,Non Open Resolvers,4460680
598,2023-09-12,91.26,Non Open Resolvers,4372512
599,2023-09-13,91.3,Non Open Resolvers,4284064
600,2023-09-14,91.14,Non Open Resolvers,4394388
601,2023-09-27,90.65,Non Open Resolvers,3906440
602,2023-09-28,89.9,Non Open Resolvers,4442086
603,2023-09-29,89.7,Non Open Resolvers,3691349
604,2023-09-30,89.72,Non Open Resolvers,3573478
605,2023-10-01,89.88,Non Open Resolvers,3768545
606,2023-10-02,90.06,Non Open Resolvers,4093346
607,2023-10-03,89.73,Non Open Resolvers,4254858
608,2023-10-04,89.86,Non Open Resolvers,3762322
609,2023-10-05,89.58,Non Open Resolvers,3910371
610,2023-10-06,89.99,Non Open Resolvers,3747292
611,2023-10-07,89.66,Non Open Resolvers,3661030
612,2023-10-08,90.08,Non Open Resolvers,3591669
613,2023-10-09,89.94,Non Open Resolvers,3722135
614,2023-10-10,90.32,Non Open Resolvers,3741088
615,2023-10-11,89.92,Non Open Resolvers,2461636
616,2023-10-12,89.6,Non Open Resolvers,3228949
617,2023-10-13,89.68,Non Open Resolvers,3186685
618,2023-10-14,90.12,Non Open Resolvers,3039263
619,2023-10-15,90.08,Non Open Resolvers,3395946
620,2023-10-16,89.54,Non Open Resolvers,3191631
621,2023-10-17,89.91,Non Open Resolvers,3103215
622,2023-10-18,89.86,Non Open Resolvers,3223355
623,2023-10-19,89.82,Non Open Resolvers,2979084
624,2023-10-21,90.88,Non Open Resolvers,3187544
625,2023-10-22,90.55,Non Open Resolvers,3075466
626,2023-10-23,90.47,Non Open Resolvers,3308228
627,2023-10-24,90.43,Non Open Resolvers,3213507
628,2023-10-25,90.57,Non Open Resolvers,3273065
629,2023-10-26,90.38,Non Open Resolvers,3305296
630,2023-10-27,90.54,Non Open Resolvers,3244220
631,2023-10-28,90.06,Non Open Resolvers,3202185
632,2023-10-29,90.33,Non Open Resolvers,3087043
633,2023-10-30,90.45,Non Open Resolvers,3075516
634,2023-10-31,91.1,Non Open Resolvers,3029144
635,2023-11-01,91.42,Non Open Resolvers,3012288
636,2023-11-02,91.36,Non Open Resolvers,3057853
637,2023-11-03,91.28,Non Open Resolvers,3118604
638,2023-11-04,91.74,Non Open Resolvers,3423363
639,2023-11-05,91.57,Non Open Resolvers,3023811
640,2023-11-06,91.91,Non Open Resolvers,3482679
641,2023-11-07,91.97,Non Open Resolvers,3397270
642,2023-11-08,92.0,Non Open Resolvers,3263112
643,2023-11-09,91.79,Non Open Resolvers,3308044
644,2023-11-10,92.27,Non Open Resolvers,3421207
645,2023-11-11,92.48,Non Open Resolvers,3410088
646,2023-11-12,92.56,Non Open Resolvers,3394416
647,2023-11-13,92.37,Non Open Resolvers,3551627
648,2023-11-14,92.26,Non Open Resolvers,3567367
649,2023-11-15,92.22,Non Open Resolvers,3708294
650,2023-11-16,91.9,Non Open Resolvers,2785000
651,2023-11-17,91.15,Non Open Resolvers,2420842
652,2023-11-18,91.48,Non Open Resolvers,2548223
653,2023-11-19,91.71,Non Open Resolvers,2535699
654,2023-11-20,91.12,Non Open Resolvers,2536038
655,2023-11-21,91.37,Non Open Resolvers,2219442
656,2023-11-22,91.13,Non Open Resolvers,1973529
657,2023-11-23,91.27,Non Open Resolvers,2184484
658,2023-11-24,91.57,Non Open Resolvers,2371006
659,2023-11-25,92.29,Non Open Resolvers,2463071
660,2023-11-26,92.23,Non Open Resolvers,2454632
661,2023-11-27,92.07,Non Open Resolvers,2334334
662,2023-11-28,91.41,Non Open Resolvers,2123158
663,2023-11-29,91.37,Non Open Resolvers,2125992
664,2023-11-30,91.57,Non Open Resolvers,1951906
665,2023-12-01,91.68,Non Open Resolvers,2170379
666,2023-12-02,91.67,Non Open Resolvers,2176694
667,2023-12-03,91.36,Non Open Resolvers,2073271
668,2023-12-04,92.03,Non Open Resolvers,2179822
669,2023-12-05,91.84,Non Open Resolvers,2445930
670,2023-12-06,91.89,Non Open Resolvers,2467617
671,2023-12-07,91.75,Non Open Resolvers,2440089
672,2023-12-10,91.46,Non Open Resolvers,1877169
673,2023-12-11,91.18,Non Open Resolvers,1816909
674,2023-12-12,91.59,Non Open Resolvers,2178411
675,2023-12-13,91.68,Non Open Resolvers,1945176
676,2023-12-14,91.57,Non Open Resolvers,2211807
677,2023-12-15,91.43,Non Open Resolvers,1943111
678,2023-12-16,91.54,Non Open Resolvers,2316180
679,2023-12-17,91.92,Non Open Resolvers,2343877
680,2023-12-18,91.76,Non Open Resolvers,2383150
681,2023-12-19,91.44,Non Open Resolvers,2158611
682,2023-12-20,91.73,Non Open Resolvers,2381645
683,2023-12-21,92.26,Non Open Resolvers,2501014
684,2023-12-22,93.14,Non Open Resolvers,2216820
685,2023-12-23,93.42,Non Open Resolvers,2262814
686,2023-12-24,93.18,Non Open Resolvers,2271008
687,2023-12-25,93.31,Non Open Resolvers,2572754
688,2023-12-26,93.24,Non Open Resolvers,2414647
689,2023-12-27,93.15,Non Open Resolvers,2147262
690,2023-12-28,93.16,Non Open Resolvers,1942922
691,2023-12-29,92.97,Non Open Resolvers,1963717
692,2023-12-30,92.57,Non Open Resolvers,2545038
693,2023-12-31,92.74,Non Open Resolvers,2781590
694,2024-01-01,92.87,Non Open Resolvers,3087650
695,2024-01-02,92.48,Non Open Resolvers,2774975
696,2024-01-03,92.83,Non Open Resolvers,3080028
697,2024-01-04,92.68,Non Open Resolvers,2956376
698,2024-01-05,92.48,Non Open Resolvers,2748050
699,2024-01-06,92.19,Non Open Resolvers,2894476
700,2024-01-07,92.72,Non Open Resolvers,2941235
701,2024-01-08,92.44,Non Open Resolvers,2972432
702,2024-01-09,92.23,Non Open Resolvers,2716259
703,2024-01-10,92.29,Non Open Resolvers,2815779
704,2024-01-11,92.39,Non Open Resolvers,2741958
705,2024-01-12,92.23,Non Open Resolvers,2650463
706,2024-01-13,92.53,Non Open Resolvers,2882233
707,2024-01-14,92.36,Non Open Resolvers,2729991
708,2024-01-15,92.08,Non Open Resolvers,2693814
709,2024-01-16,92.11,Non Open Resolvers,2609024
710,2024-01-17,92.19,Non Open Resolvers,2735228
711,2024-01-18,92.7,Non Open Resolvers,2867644
712,2024-01-19,92.88,Non Open Resolvers,2792716
713,2024-01-20,93.03,Non Open Resolvers,2730032
714,2024-01-21,93.22,Non Open Resolvers,2783209
715,2024-01-22,93.26,Non Open Resolvers,2856924
716,2024-01-23,93.04,Non Open Resolvers,2759962
717,2024-01-24,92.8,Non Open Resolvers,2632205
718,2024-01-25,92.79,Non Open Resolvers,2497091
719,2024-01-26,92.88,Non Open Resolvers,2656014
720,2024-01-27,92.59,Non Open Resolvers,2585899
721,2024-01-28,92.74,Non Open Resolvers,2541202
722,2024-01-29,92.58,Non Open Resolvers,2359198
723,2024-01-30,92.2,Non Open Resolvers,2274234
724,2024-01-31,93.01,Non Open Resolvers,2440498
725,2024-02-01,92.48,Non Open Resolvers,2404351
726,2024-02-02,92.3,Non Open Resolvers,2298780
727,2024-02-03,92.52,Non Open Resolvers,2555104
728,2024-02-04,93.1,Non Open Resolvers,2836617
729,2024-02-05,92.76,Non Open Resolvers,2575906
730,2024-02-06,92.31,Non Open Resolvers,2378265
731,2024-02-07,91.79,Non Open Resolvers,2131738
732,2024-02-08,92.29,Non Open Resolvers,2270496
733,2024-02-09,92.06,Non Open Resolvers,2158960
734,2024-02-10,92.29,Non Open Resolvers,2167945
735,2024-02-11,92.49,Non Open Resolvers,2279871
736,2024-02-12,92.22,Non Open Resolvers,2327468
737,2024-02-13,92.19,Non Open Resolvers,2298276
738,2024-02-14,91.99,Non Open Resolvers,2091263
739,2024-02-15,91.87,Non Open Resolvers,1929538
740,2024-02-16,91.51,Non Open Resolvers,1797360
741,2024-02-17,91.63,Non Open Resolvers,1954364
742,2024-02-18,91.84,Non Open Resolvers,1970332
743,2024-02-19,91.61,Non Open Resolvers,2085661
744,2024-02-20,91.8,Non Open Resolvers,1973549
745,2024-02-21,91.64,Non Open Resolvers,1808245
746,2024-02-22,91.74,Non Open Resolvers,1813334
747,2024-02-23,91.95,Non Open Resolvers,1853285
748,2024-02-24,92.03,Non Open Resolvers,2040513
749,2024-02-25,92.23,Non Open Resolvers,1846924
750,2024-02-26,91.95,Non Open Resolvers,2006950
751,2024-02-27,92.24,Non Open Resolvers,2255153
752,2024-02-28,91.86,Non Open Resolvers,2102504
753,2024-02-29,91.79,Non Open Resolvers,2097307
754,2024-03-01,92.26,Non Open Resolvers,2728452
755,2024-03-02,92.37,Non Open Resolvers,2947048
756,2024-03-03,92.65,Non Open Resolvers,2828862
757,2024-03-04,92.43,Non Open Resolvers,2831751
758,2024-03-05,92.2,Non Open Resolvers,2809012
759,2024-03-06,92.28,Non Open Resolvers,2525207
760,2024-03-07,92.73,Non Open Resolvers,2809749
761,2024-03-08,92.65,Non Open Resolvers,2547890
762,2024-03-09,92.02,Non Open Resolvers,2138683
763,2024-03-10,92.47,Non Open Resolvers,2645888
764,2024-03-11,92.44,Non Open Resolvers,2356939
765,2024-03-12,92.65,Non Open Resolvers,3171073
766,2024-03-13,92.82,Non Open Resolvers,3136065
767,2024-03-14,91.97,Non Open Resolvers,2316774
768,2024-03-15,92.07,Non Open Resolvers,2325413
769,2024-03-16,92.18,Non Open Resolvers,2812431
770,2024-03-17,92.45,Non Open Resolvers,2998526
771,2024-03-18,92.24,Non Open Resolvers,2840205
772,2024-03-19,92.03,Non Open Resolvers,2162817
773,2024-03-20,92.51,Non Open Resolvers,2824581
774,2024-03-21,92.32,Non Open Resolvers,3102627
775,2024-03-22,92.06,Non Open Resolvers,2410058
776,2024-03-23,92.35,Non Open Resolvers,2599939
777,2024-03-24,92.09,Non Open Resolvers,2508216
778,2024-03-25,91.91,Non Open Resolvers,2423860
779,2024-03-26,91.61,Non Open Resolvers,2313895
780,2024-03-27,91.39,Non Open Resolvers,1988735
781,2024-03-28,91.39,Non Open Resolvers,1951478
782,2024-03-29,92.2,Non Open Resolvers,3826902
783,2024-03-30,92.69,Non Open Resolvers,4589264
784,2024-03-31,92.69,Non Open Resolvers,4479059
785,2024-04-01,92.44,Non Open Resolvers,4704610
786,2024-04-02,92.26,Non Open Resolvers,3767449
787,2024-04-03,92.17,Non Open Resolvers,3734897
788,2024-04-04,92.78,Non Open Resolvers,4310612
789,2024-04-05,92.68,Non Open Resolvers,4126584
790,2024-04-06,92.34,Non Open Resolvers,3587433
791,2024-04-07,92.55,Non Open Resolvers,3771282
792,2024-04-08,92.45,Non Open Resolvers,3846906
793,2024-04-09,92.44,Non Open Resolvers,3799439
794,2024-04-10,92.45,Non Open Resolvers,3730839
795,2024-04-11,92.27,Non Open Resolvers,3563359
796,2024-04-12,92.33,Non Open Resolvers,3611528
797,2024-04-13,92.77,Non Open Resolvers,3879476
798,2024-04-14,92.77,Non Open Resolvers,3957184
799,2024-04-15,92.6,Non Open Resolvers,4025607
800,2024-04-16,92.46,Non Open Resolvers,3758258
801,2024-04-17,92.6,Non Open Resolvers,3753444
802,2024-04-18,92.24,Non Open Resolvers,3522078
803,2024-04-19,92.42,Non Open Resolvers,3439538
804,2024-04-20,92.51,Non Open Resolvers,3584191
805,2024-04-21,92.69,Non Open Resolvers,3619095
806,2024-04-22,92.42,Non Open Resolvers,3551533
807,2024-04-23,92.06,Non Open Resolvers,3017833
808,2024-04-24,91.95,Non Open Resolvers,2781758
809,2024-04-25,92.07,Non Open Resolvers,2755234
810,2024-04-26,92.8,Non Open Resolvers,2959802
811,2024-04-27,92.88,Non Open Resolvers,2955531
812,2024-04-28,93.01,Non Open Resolvers,2793017
813,2024-04-29,93.33,Non Open Resolvers,2920567
814,2024-04-30,93.27,Non Open Resolvers,2883476
815,2024-05-01,93.31,Non Open Resolvers,3206549
816,2024-05-02,93.53,Non Open Resolvers,3241021
817,2024-05-03,93.97,Non Open Resolvers,3650124
818,2024-05-04,93.86,Non Open Resolvers,3807714
819,2024-05-05,93.88,Non Open Resolvers,3989140
820,2024-05-06,93.73,Non Open Resolvers,3965251
821,2024-05-07,93.7,Non Open Resolvers,3787967
822,2024-05-08,93.48,Non Open Resolvers,3678949
823,2024-05-09,93.38,Non Open Resolvers,3737463
824,2024-05-10,93.48,Non Open Resolvers,3946041
825,2024-05-11,93.35,Non Open Resolvers,4185260
826,2024-05-12,93.47,Non Open Resolvers,3725691
827,2024-05-13,93.26,Non Open Resolvers,3687318
828,2024-05-14,93.29,Non Open Resolvers,3691494
829,2024-05-15,93.15,Non Open Resolvers,3275964
830,2024-05-16,93.17,Non Open Resolvers,3450991
831,2024-05-17,93.2,Non Open Resolvers,3708318
832,2024-05-18,93.59,Non Open Resolvers,4299005
833,2024-05-19,93.4,Non Open Resolvers,3521706
834,2024-05-20,93.2,Non Open Resolvers,3751836
835,2024-05-21,93.25,Non Open Resolvers,4030652
836,2024-05-22,93.17,Non Open Resolvers,4194373
837,2024-05-23,93.32,Non Open Resolvers,4272474
838,2024-05-24,93.46,Non Open Resolvers,4416292
839,2024-05-25,93.89,Non Open Resolvers,4293903
840,2024-05-26,93.74,Non Open Resolvers,4665984
841,2024-05-27,93.69,Non Open Resolvers,4848381
842,2024-05-28,93.46,Non Open Resolvers,4513683
843,2024-05-29,93.94,Non Open Resolvers,4179352
844,2024-05-30,93.8,Non Open Resolvers,4301133
845,2024-05-31,93.38,Non Open Resolvers,4110489
846,2024-06-01,94.16,Non Open Resolvers,4792036
847,2024-06-02,94.38,Non Open Resolvers,4547728
848,2024-06-03,93.94,Non Open Resolvers,4667865
849,2024-06-04,93.38,Non Open Resolvers,4217285
850,2022-01-01,13.49,All Open Resolvers,2434647
851,2022-01-02,13.83,All Open Resolvers,2559613
852,2022-01-03,14.84,All Open Resolvers,2641830
853,2022-01-04,15.24,All Open Resolvers,2636474
854,2022-01-05,14.76,All Open Resolvers,2711422
855,2022-01-06,14.87,All Open Resolvers,2662711
856,2022-01-07,15.01,All Open Resolvers,2632504
857,2022-01-08,15.93,All Open Resolvers,2583547
858,2022-01-09,15.08,All Open Resolvers,2534828
859,2022-01-10,15.38,All Open Resolvers,2587606
860,2022-01-11,15.35,All Open Resolvers,2560222
861,2022-01-12,15.29,All Open Resolvers,2590388
862,2022-01-13,14.66,All Open Resolvers,2607747
863,2022-01-14,14.11,All Open Resolvers,2468280
864,2022-01-15,14.29,All Open Resolvers,2412155
865,2022-01-16,13.98,All Open Resolvers,2426228
866,2022-01-17,14.59,All Open Resolvers,2514727
867,2022-01-18,14.76,All Open Resolvers,2528071
868,2022-01-19,14.19,All Open Resolvers,2521868
869,2022-01-20,14.41,All Open Resolvers,2498160
870,2022-01-21,13.87,All Open Resolvers,2558561
871,2022-01-22,13.95,All Open Resolvers,2551509
872,2022-01-23,13.85,All Open Resolvers,2488743
873,2022-01-24,14.24,All Open Resolvers,2547081
874,2022-01-25,14.36,All Open Resolvers,2537731
875,2022-01-26,13.8,All Open Resolvers,2468114
876,2022-01-27,14.42,All Open Resolvers,2570548
877,2022-01-28,14.25,All Open Resolvers,2498300
878,2022-01-29,13.85,All Open Resolvers,2419379
879,2022-01-30,13.36,All Open Resolvers,2421060
880,2022-01-31,14.21,All Open Resolvers,2571718
881,2022-02-01,14.47,All Open Resolvers,2817213
882,2022-02-02,14.4,All Open Resolvers,2883830
883,2022-02-03,14.19,All Open Resolvers,2835546
884,2022-02-04,14.47,All Open Resolvers,2789107
885,2022-02-05,13.73,All Open Resolvers,2832786
886,2022-02-06,13.61,All Open Resolvers,2819219
887,2022-02-07,14.38,All Open Resolvers,2910547
888,2022-02-08,14.32,All Open Resolvers,2934300
889,2022-02-09,14.41,All Open Resolvers,2999545
890,2022-02-10,13.28,All Open Resolvers,2981495
891,2022-02-11,13.38,All Open Resolvers,2814478
892,2022-02-12,13.29,All Open Resolvers,2887174
893,2022-02-13,13.53,All Open Resolvers,2909333
894,2022-02-14,14.06,All Open Resolvers,2952925
895,2022-02-15,13.28,All Open Resolvers,2955381
896,2022-02-16,13.11,All Open Resolvers,2919388
897,2022-02-17,13.33,All Open Resolvers,2879088
898,2022-02-18,12.58,All Open Resolvers,2705941
899,2022-02-19,13.02,All Open Resolvers,2744449
900,2022-02-20,12.5,All Open Resolvers,2737981
901,2022-02-21,13.23,All Open Resolvers,2835297
902,2022-02-22,13.27,All Open Resolvers,3276547
903,2022-02-23,13.08,All Open Resolvers,3556221
904,2022-02-24,12.97,All Open Resolvers,3642417
905,2022-02-25,12.87,All Open Resolvers,3609194
906,2022-02-26,12.96,All Open Resolvers,3486711
907,2022-02-27,12.82,All Open Resolvers,3459448
908,2022-02-28,13.43,All Open Resolvers,3519280
909,2022-03-01,13.58,All Open Resolvers,3481520
910,2022-03-02,13.81,All Open Resolvers,3378398
911,2022-03-03,14.6,All Open Resolvers,3411516
912,2022-03-04,14.08,All Open Resolvers,3279382
913,2022-03-05,13.53,All Open Resolvers,3270173
914,2022-03-06,13.36,All Open Resolvers,3303194
915,2022-03-07,15.27,All Open Resolvers,3353470
916,2022-03-08,15.0,All Open Resolvers,3346853
917,2022-03-09,14.51,All Open Resolvers,3278837
918,2022-03-10,15.1,All Open Resolvers,3182639
919,2022-03-11,14.24,All Open Resolvers,3051375
920,2022-03-12,14.09,All Open Resolvers,3132948
921,2022-03-13,13.14,All Open Resolvers,3134958
922,2022-03-14,14.12,All Open Resolvers,3167994
923,2022-03-15,14.22,All Open Resolvers,3529599
924,2022-03-16,14.41,All Open Resolvers,3471817
925,2022-03-17,13.71,All Open Resolvers,3437780
926,2022-03-18,13.3,All Open Resolvers,3232697
927,2022-03-19,13.76,All Open Resolvers,3292650
928,2022-03-20,14.05,All Open Resolvers,3353616
929,2022-03-21,14.89,All Open Resolvers,3542342
930,2022-03-22,14.21,All Open Resolvers,3525349
931,2022-03-23,14.44,All Open Resolvers,3466893
932,2022-03-24,13.76,All Open Resolvers,3393111
933,2022-03-25,13.28,All Open Resolvers,3296183
934,2022-03-26,13.46,All Open Resolvers,3218382
935,2022-03-27,12.9,All Open Resolvers,3240525
936,2022-03-28,13.51,All Open Resolvers,3410111
937,2022-03-29,13.38,All Open Resolvers,3368512
938,2022-03-30,13.32,All Open Resolvers,3402926
939,2022-03-31,13.25,All Open Resolvers,3636563
940,2022-04-01,14.24,All Open Resolvers,3504395
941,2022-04-02,13.51,All Open Resolvers,3561065
942,2022-04-03,13.7,All Open Resolvers,3528817
943,2022-04-04,14.51,All Open Resolvers,3710562
944,2022-04-05,14.29,All Open Resolvers,3770272
945,2022-04-06,13.63,All Open Resolvers,3701956
946,2022-04-07,15.14,All Open Resolvers,3852033
947,2022-04-08,14.59,All Open Resolvers,3708977
948,2022-04-09,14.04,All Open Resolvers,3651098
949,2022-04-10,14.18,All Open Resolvers,3557050
950,2022-04-11,16.58,All Open Resolvers,4022123
951,2022-04-12,16.37,All Open Resolvers,3961961
952,2022-04-13,16.14,All Open Resolvers,3997414
953,2022-04-14,14.46,All Open Resolvers,3684066
954,2022-04-15,14.3,All Open Resolvers,3506846
955,2022-04-16,14.58,All Open Resolvers,3579321
956,2022-04-17,14.29,All Open Resolvers,3626342
957,2022-04-18,14.85,All Open Resolvers,3732887
958,2022-04-19,14.71,All Open Resolvers,3859749
959,2022-04-20,15.3,All Open Resolvers,3767074
960,2022-04-21,15.33,All Open Resolvers,3622053
961,2022-04-22,14.61,All Open Resolvers,3593636
962,2022-04-23,13.76,All Open Resolvers,3476707
963,2022-04-24,13.45,All Open Resolvers,3494155
964,2022-04-25,14.25,All Open Resolvers,3792175
965,2022-04-26,14.45,All Open Resolvers,3597436
966,2022-04-27,14.27,All Open Resolvers,3495183
967,2022-04-28,14.2,All Open Resolvers,3341520
968,2022-04-29,14.86,All Open Resolvers,3244096
969,2022-04-30,15.0,All Open Resolvers,3549726
970,2022-05-01,14.26,All Open Resolvers,3452362
971,2022-05-02,15.17,All Open Resolvers,3563310
972,2022-05-03,14.78,All Open Resolvers,3749132
973,2022-05-04,14.81,All Open Resolvers,3506413
974,2022-05-05,13.88,All Open Resolvers,3439751
975,2022-05-06,13.17,All Open Resolvers,3509281
976,2022-05-07,13.19,All Open Resolvers,3430017
977,2022-05-08,12.37,All Open Resolvers,3447076
978,2022-05-09,13.37,All Open Resolvers,3558622
979,2022-05-10,13.7,All Open Resolvers,3540257
980,2022-05-12,14.28,All Open Resolvers,3918124
981,2022-05-13,14.63,All Open Resolvers,3452896
982,2022-05-14,14.54,All Open Resolvers,3411438
983,2022-05-15,13.67,All Open Resolvers,3456624
984,2022-05-16,14.2,All Open Resolvers,3598677
985,2022-05-17,14.49,All Open Resolvers,3626180
986,2022-05-18,14.98,All Open Resolvers,3277896
987,2022-05-19,15.62,All Open Resolvers,2999573
988,2022-05-20,15.38,All Open Resolvers,2852581
989,2022-05-21,14.97,All Open Resolvers,2853226
990,2022-05-22,14.82,All Open Resolvers,2806131
991,2022-05-23,15.86,All Open Resolvers,3056473
992,2022-05-24,15.09,All Open Resolvers,3206139
993,2022-05-25,15.03,All Open Resolvers,3153244
994,2022-05-26,15.56,All Open Resolvers,3082902
995,2022-05-27,15.36,All Open Resolvers,3095509
996,2022-05-28,15.26,All Open Resolvers,3079421
997,2022-05-29,14.74,All Open Resolvers,2970124
998,2022-05-30,15.57,All Open Resolvers,3132567
999,2022-05-31,15.35,All Open Resolvers,3150235
1000,2022-06-01,15.13,All Open Resolvers,3206685
1001,2022-06-02,15.25,All Open Resolvers,3222050
1002,2022-06-03,15.37,All Open Resolvers,3095332
1003,2022-06-04,15.38,All Open Resolvers,3270711
1004,2022-06-05,15.41,All Open Resolvers,3189089
1005,2022-06-06,16.38,All Open Resolvers,3351078
1006,2022-06-07,15.97,All Open Resolvers,3317654
1007,2022-06-08,16.14,All Open Resolvers,3307124
1008,2022-06-09,15.78,All Open Resolvers,3168375
1009,2022-06-10,15.96,All Open Resolvers,3164536
1010,2022-06-11,15.76,All Open Resolvers,3025253
1011,2022-06-12,15.19,All Open Resolvers,3149432
1012,2022-06-13,16.01,All Open Resolvers,3377360
1013,2022-06-14,15.75,All Open Resolvers,3319190
1014,2022-06-15,16.56,All Open Resolvers,3383485
1015,2022-06-16,16.33,All Open Resolvers,3274083
1016,2022-06-17,15.9,All Open Resolvers,3193037
1017,2022-06-18,16.04,All Open Resolvers,3192664
1018,2022-06-19,15.63,All Open Resolvers,3204520
1019,2022-06-20,16.11,All Open Resolvers,3399872
1020,2022-06-21,16.43,All Open Resolvers,3399233
1021,2022-06-22,16.52,All Open Resolvers,3299131
1022,2022-06-23,16.71,All Open Resolvers,3300057
1023,2022-06-24,16.53,All Open Resolvers,3271492
1024,2022-06-25,16.69,All Open Resolvers,3314319
1025,2022-06-26,15.69,All Open Resolvers,3256205
1026,2022-06-27,16.23,All Open Resolvers,3308846
1027,2022-06-28,16.41,All Open Resolvers,3354992
1028,2022-06-29,17.1,All Open Resolvers,3335590
1029,2022-06-30,16.99,All Open Resolvers,3305567
1030,2022-07-01,17.02,All Open Resolvers,3228915
1031,2022-07-02,16.32,All Open Resolvers,3275349
1032,2022-07-03,15.78,All Open Resolvers,3291975
1033,2022-07-04,16.14,All Open Resolvers,3349229
1034,2022-07-05,16.67,All Open Resolvers,3334196
1035,2022-07-06,16.61,All Open Resolvers,3403369
1036,2022-07-07,16.36,All Open Resolvers,3388500
1037,2022-07-08,16.77,All Open Resolvers,3277103
