,rv_dt,ratio,value,category
542,2023-07-01,in_cc_ratio,90.39,Same Country
543,2023-07-02,in_cc_ratio,91.48,Same Country
544,2023-07-03,in_cc_ratio,91.11,Same Country
545,2023-07-04,in_cc_ratio,90.53,Same Country
546,2023-07-05,in_cc_ratio,90.96,Same Country
547,2023-07-06,in_cc_ratio,89.53,Same Country
548,2023-07-07,in_cc_ratio,89.21,Same Country
549,2023-07-08,in_cc_ratio,89.3,Same Country
550,2023-07-09,in_cc_ratio,91.29,Same Country
551,2023-07-10,in_cc_ratio,90.47,Same Country
552,2023-07-11,in_cc_ratio,91.36,Same Country
553,2023-07-13,in_cc_ratio,90.81,Same Country
554,2023-07-14,in_cc_ratio,91.29,Same Country
555,2023-07-15,in_cc_ratio,91.31,Same Country
556,2023-07-16,in_cc_ratio,91.36,Same Country
557,2023-07-17,in_cc_ratio,90.3,Same Country
558,2023-07-18,in_cc_ratio,91.39,Same Country
559,2023-07-19,in_cc_ratio,91.15,Same Country
560,2023-07-20,in_cc_ratio,92.46,Same Country
561,2023-07-21,in_cc_ratio,92.41,Same Country
562,2023-07-22,in_cc_ratio,92.61,Same Country
563,2023-07-23,in_cc_ratio,94.06,Same Country
564,2023-07-24,in_cc_ratio,93.52,Same Country
565,2023-07-25,in_cc_ratio,93.22,Same Country
566,2023-07-26,in_cc_ratio,93.05,Same Country
567,2023-07-27,in_cc_ratio,92.43,Same Country
568,2023-07-28,in_cc_ratio,92.98,Same Country
569,2023-07-29,in_cc_ratio,93.02,Same Country
570,2023-07-30,in_cc_ratio,93.6,Same Country
571,2023-07-31,in_cc_ratio,93.27,Same Country
572,2023-08-01,in_cc_ratio,93.18,Same Country
573,2023-08-02,in_cc_ratio,93.09,Same Country
574,2023-08-03,in_cc_ratio,92.74,Same Country
575,2023-08-04,in_cc_ratio,92.51,Same Country
576,2023-08-05,in_cc_ratio,92.34,Same Country
577,2023-08-06,in_cc_ratio,92.88,Same Country
578,2023-08-07,in_cc_ratio,93.05,Same Country
579,2023-08-08,in_cc_ratio,92.61,Same Country
580,2023-08-09,in_cc_ratio,92.52,Same Country
581,2023-08-10,in_cc_ratio,92.03,Same Country
582,2023-08-11,in_cc_ratio,91.13,Same Country
583,2023-08-12,in_cc_ratio,90.84,Same Country
584,2023-08-13,in_cc_ratio,91.66,Same Country
585,2023-08-14,in_cc_ratio,91.5,Same Country
586,2023-08-15,in_cc_ratio,91.76,Same Country
587,2023-08-16,in_cc_ratio,91.04,Same Country
588,2023-08-17,in_cc_ratio,90.98,Same Country
589,2023-08-18,in_cc_ratio,90.96,Same Country
590,2023-08-19,in_cc_ratio,90.77,Same Country
591,2023-08-20,in_cc_ratio,91.43,Same Country
592,2023-08-21,in_cc_ratio,91.21,Same Country
593,2023-08-22,in_cc_ratio,91.0,Same Country
594,2023-08-23,in_cc_ratio,89.79,Same Country
595,2023-08-24,in_cc_ratio,90.38,Same Country
596,2023-08-25,in_cc_ratio,90.68,Same Country
597,2023-08-26,in_cc_ratio,91.26,Same Country
598,2023-08-27,in_cc_ratio,92.56,Same Country
599,2023-08-28,in_cc_ratio,92.41,Same Country
600,2023-08-29,in_cc_ratio,92.38,Same Country
601,2023-08-30,in_cc_ratio,91.88,Same Country
602,2023-08-31,in_cc_ratio,91.44,Same Country
603,2023-09-01,in_cc_ratio,94.29,Same Country
604,2023-09-02,in_cc_ratio,90.57,Same Country
605,2023-09-03,in_cc_ratio,91.58,Same Country
606,2023-09-04,in_cc_ratio,90.89,Same Country
607,2023-09-05,in_cc_ratio,90.66,Same Country
608,2023-09-06,in_cc_ratio,90.25,Same Country
609,2023-09-07,in_cc_ratio,89.71,Same Country
610,2023-09-08,in_cc_ratio,88.56,Same Country
611,2023-09-09,in_cc_ratio,88.86,Same Country
612,2023-09-10,in_cc_ratio,90.35,Same Country
613,2023-09-11,in_cc_ratio,89.93,Same Country
614,2023-09-12,in_cc_ratio,89.66,Same Country
615,2023-09-13,in_cc_ratio,90.07,Same Country
616,2023-09-14,in_cc_ratio,88.79,Same Country
617,2023-09-27,in_cc_ratio,91.98,Same Country
618,2023-09-28,in_cc_ratio,89.96,Same Country
619,2023-09-29,in_cc_ratio,88.52,Same Country
620,2023-09-30,in_cc_ratio,90.1,Same Country
621,2023-10-01,in_cc_ratio,92.28,Same Country
622,2023-10-02,in_cc_ratio,90.85,Same Country
623,2023-10-03,in_cc_ratio,90.48,Same Country
624,2023-10-04,in_cc_ratio,90.93,Same Country
625,2023-10-05,in_cc_ratio,90.48,Same Country
626,2023-10-06,in_cc_ratio,90.02,Same Country
627,2023-10-07,in_cc_ratio,90.37,Same Country
628,2023-10-08,in_cc_ratio,91.41,Same Country
629,2023-10-09,in_cc_ratio,91.04,Same Country
630,2023-10-10,in_cc_ratio,90.62,Same Country
631,2023-10-11,in_cc_ratio,88.66,Same Country
632,2023-10-12,in_cc_ratio,87.91,Same Country
633,2023-10-13,in_cc_ratio,87.22,Same Country
634,2023-10-14,in_cc_ratio,89.78,Same Country
635,2023-10-15,in_cc_ratio,90.3,Same Country
636,2023-10-16,in_cc_ratio,88.82,Same Country
637,2023-10-17,in_cc_ratio,88.7,Same Country
638,2023-10-18,in_cc_ratio,89.48,Same Country
639,2023-10-19,in_cc_ratio,88.3,Same Country
640,2023-10-21,in_cc_ratio,88.39,Same Country
641,2023-10-22,in_cc_ratio,90.14,Same Country
642,2023-10-23,in_cc_ratio,89.69,Same Country
643,2023-10-24,in_cc_ratio,88.8,Same Country
644,2023-10-25,in_cc_ratio,88.49,Same Country
645,2023-10-26,in_cc_ratio,86.74,Same Country
646,2023-10-27,in_cc_ratio,87.24,Same Country
647,2023-10-28,in_cc_ratio,87.99,Same Country
648,2023-10-29,in_cc_ratio,90.04,Same Country
649,2023-10-30,in_cc_ratio,89.28,Same Country
650,2023-10-31,in_cc_ratio,88.71,Same Country
651,2023-11-01,in_cc_ratio,90.45,Same Country
652,2023-11-02,in_cc_ratio,89.9,Same Country
653,2023-11-03,in_cc_ratio,89.94,Same Country
654,2023-11-04,in_cc_ratio,90.4,Same Country
655,2023-11-05,in_cc_ratio,91.61,Same Country
656,2023-11-06,in_cc_ratio,88.67,Same Country
657,2023-11-07,in_cc_ratio,87.49,Same Country
658,2023-11-08,in_cc_ratio,88.9,Same Country
659,2023-11-09,in_cc_ratio,87.83,Same Country
660,2023-11-10,in_cc_ratio,86.33,Same Country
661,2023-11-11,in_cc_ratio,84.89,Same Country
662,2023-11-12,in_cc_ratio,88.32,Same Country
663,2023-11-13,in_cc_ratio,87.48,Same Country
664,2023-11-14,in_cc_ratio,87.36,Same Country
665,2023-11-15,in_cc_ratio,88.19,Same Country
666,2023-11-16,in_cc_ratio,88.61,Same Country
667,2023-11-17,in_cc_ratio,87.75,Same Country
668,2023-11-18,in_cc_ratio,89.2,Same Country
669,2023-11-19,in_cc_ratio,89.99,Same Country
670,2023-11-20,in_cc_ratio,89.72,Same Country
671,2023-11-21,in_cc_ratio,88.71,Same Country
672,2023-11-22,in_cc_ratio,89.44,Same Country
673,2023-11-23,in_cc_ratio,88.1,Same Country
674,2023-11-24,in_cc_ratio,88.54,Same Country
675,2023-11-25,in_cc_ratio,89.03,Same Country
676,2023-11-26,in_cc_ratio,87.96,Same Country
677,2023-11-27,in_cc_ratio,88.42,Same Country
678,2023-11-28,in_cc_ratio,88.05,Same Country
679,2023-11-29,in_cc_ratio,88.36,Same Country
680,2023-11-30,in_cc_ratio,87.05,Same Country
681,2023-12-01,in_cc_ratio,85.84,Same Country
682,2023-12-02,in_cc_ratio,87.42,Same Country
683,2023-12-03,in_cc_ratio,87.36,Same Country
684,2023-12-04,in_cc_ratio,87.44,Same Country
685,2023-12-05,in_cc_ratio,86.48,Same Country
686,2023-12-06,in_cc_ratio,85.89,Same Country
687,2023-12-07,in_cc_ratio,85.98,Same Country
688,2023-12-08,in_cc_ratio,86.18,Same Country
689,2023-12-09,in_cc_ratio,88.42,Same Country
690,2023-12-10,in_cc_ratio,89.23,Same Country
691,2023-12-11,in_cc_ratio,88.45,Same Country
692,2023-12-12,in_cc_ratio,87.18,Same Country
693,2023-12-13,in_cc_ratio,88.57,Same Country
694,2023-12-14,in_cc_ratio,86.6,Same Country
695,2023-12-15,in_cc_ratio,86.59,Same Country
696,2023-12-16,in_cc_ratio,88.19,Same Country
697,2023-12-17,in_cc_ratio,88.8,Same Country
698,2023-12-18,in_cc_ratio,88.19,Same Country
699,2023-12-19,in_cc_ratio,86.99,Same Country
700,2023-12-20,in_cc_ratio,57.9,Same Country
701,2023-12-21,in_cc_ratio,55.27,Same Country
702,2023-12-22,in_cc_ratio,60.64,Same Country
703,2023-12-23,in_cc_ratio,60.07,Same Country
704,2023-12-24,in_cc_ratio,59.37,Same Country
705,2023-12-25,in_cc_ratio,59.53,Same Country
706,2023-12-26,in_cc_ratio,62.21,Same Country
707,2023-12-27,in_cc_ratio,60.75,Same Country
708,2023-12-28,in_cc_ratio,60.56,Same Country
709,2023-12-29,in_cc_ratio,85.2,Same Country
710,2023-12-30,in_cc_ratio,87.94,Same Country
711,2023-12-31,in_cc_ratio,88.87,Same Country
712,2024-01-01,in_cc_ratio,88.65,Same Country
713,2024-01-02,in_cc_ratio,89.12,Same Country
714,2024-01-03,in_cc_ratio,88.4,Same Country
715,2024-01-04,in_cc_ratio,90.21,Same Country
716,2024-01-05,in_cc_ratio,89.42,Same Country
717,2024-01-06,in_cc_ratio,91.52,Same Country
718,2024-01-07,in_cc_ratio,91.14,Same Country
719,2024-01-08,in_cc_ratio,89.18,Same Country
720,2024-01-09,in_cc_ratio,90.33,Same Country
721,2024-01-10,in_cc_ratio,90.48,Same Country
722,2024-01-11,in_cc_ratio,88.85,Same Country
723,2024-01-12,in_cc_ratio,87.66,Same Country
724,2024-01-13,in_cc_ratio,89.52,Same Country
725,2024-01-14,in_cc_ratio,89.2,Same Country
726,2024-01-15,in_cc_ratio,88.89,Same Country
727,2024-01-16,in_cc_ratio,88.97,Same Country
728,2024-01-17,in_cc_ratio,89.75,Same Country
729,2024-01-18,in_cc_ratio,89.99,Same Country
730,2024-01-19,in_cc_ratio,89.82,Same Country
731,2024-01-20,in_cc_ratio,91.27,Same Country
732,2024-01-21,in_cc_ratio,92.29,Same Country
733,2024-01-22,in_cc_ratio,90.45,Same Country
734,2024-01-23,in_cc_ratio,90.23,Same Country
735,2024-01-24,in_cc_ratio,90.17,Same Country
736,2024-01-25,in_cc_ratio,89.63,Same Country
737,2024-01-26,in_cc_ratio,90.84,Same Country
738,2024-01-27,in_cc_ratio,92.5,Same Country
739,2024-01-28,in_cc_ratio,92.11,Same Country
740,2024-01-29,in_cc_ratio,90.48,Same Country
741,2024-01-30,in_cc_ratio,90.82,Same Country
742,2024-01-31,in_cc_ratio,90.56,Same Country
743,2024-02-01,in_cc_ratio,90.3,Same Country
744,2024-02-02,in_cc_ratio,90.42,Same Country
745,2024-02-03,in_cc_ratio,91.57,Same Country
746,2024-02-04,in_cc_ratio,91.82,Same Country
747,2024-02-05,in_cc_ratio,90.37,Same Country
748,2024-02-06,in_cc_ratio,89.93,Same Country
749,2024-02-07,in_cc_ratio,90.68,Same Country
750,2024-02-08,in_cc_ratio,91.04,Same Country
751,2024-02-09,in_cc_ratio,90.07,Same Country
752,2024-02-10,in_cc_ratio,90.18,Same Country
753,2024-02-11,in_cc_ratio,91.11,Same Country
754,2024-02-12,in_cc_ratio,90.77,Same Country
755,2024-02-13,in_cc_ratio,89.86,Same Country
756,2024-02-14,in_cc_ratio,90.19,Same Country
757,2024-02-15,in_cc_ratio,89.34,Same Country
758,2024-02-16,in_cc_ratio,91.07,Same Country
759,2024-02-17,in_cc_ratio,90.89,Same Country
760,2024-02-18,in_cc_ratio,92.28,Same Country
761,2024-02-19,in_cc_ratio,91.43,Same Country
762,2024-02-20,in_cc_ratio,91.96,Same Country
763,2024-02-21,in_cc_ratio,92.25,Same Country
764,2024-02-22,in_cc_ratio,92.09,Same Country
765,2024-02-23,in_cc_ratio,91.21,Same Country
766,2024-02-24,in_cc_ratio,91.47,Same Country
767,2024-02-25,in_cc_ratio,92.84,Same Country
768,2024-02-26,in_cc_ratio,92.11,Same Country
769,2024-02-27,in_cc_ratio,91.76,Same Country
770,2024-02-28,in_cc_ratio,91.53,Same Country
771,2024-02-29,in_cc_ratio,92.75,Same Country
772,2024-03-01,in_cc_ratio,90.96,Same Country
773,2024-03-02,in_cc_ratio,90.55,Same Country
774,2024-03-03,in_cc_ratio,92.64,Same Country
775,2024-03-04,in_cc_ratio,92.34,Same Country
776,2024-03-05,in_cc_ratio,91.67,Same Country
777,2024-03-06,in_cc_ratio,91.15,Same Country
778,2024-03-07,in_cc_ratio,91.55,Same Country
779,2024-03-08,in_cc_ratio,92.32,Same Country
780,2024-03-09,in_cc_ratio,91.91,Same Country
781,2024-03-10,in_cc_ratio,93.44,Same Country
782,2024-03-11,in_cc_ratio,92.6,Same Country
783,2024-03-12,in_cc_ratio,92.05,Same Country
784,2024-03-13,in_cc_ratio,92.08,Same Country
785,2024-03-14,in_cc_ratio,92.22,Same Country
786,2024-03-15,in_cc_ratio,92.33,Same Country
787,2024-03-16,in_cc_ratio,92.14,Same Country
788,2024-03-17,in_cc_ratio,93.62,Same Country
789,2024-03-18,in_cc_ratio,93.17,Same Country
790,2024-03-19,in_cc_ratio,92.62,Same Country
791,2024-03-20,in_cc_ratio,92.33,Same Country
792,2024-03-21,in_cc_ratio,91.23,Same Country
793,2024-03-22,in_cc_ratio,90.82,Same Country
794,2024-03-23,in_cc_ratio,92.59,Same Country
795,2024-03-24,in_cc_ratio,93.0,Same Country
796,2024-03-25,in_cc_ratio,91.39,Same Country
797,2024-03-26,in_cc_ratio,91.99,Same Country
798,2024-03-27,in_cc_ratio,90.96,Same Country
799,2024-03-28,in_cc_ratio,91.06,Same Country
800,2024-03-29,in_cc_ratio,91.29,Same Country
801,2024-03-30,in_cc_ratio,90.24,Same Country
802,2024-03-31,in_cc_ratio,91.44,Same Country
803,2024-04-01,in_cc_ratio,92.29,Same Country
804,2024-04-02,in_cc_ratio,90.49,Same Country
805,2024-04-03,in_cc_ratio,90.67,Same Country
806,2024-04-04,in_cc_ratio,86.31,Same Country
807,2024-04-05,in_cc_ratio,87.94,Same Country
808,2024-04-06,in_cc_ratio,89.56,Same Country
809,2024-04-07,in_cc_ratio,90.27,Same Country
810,2024-04-08,in_cc_ratio,90.27,Same Country
811,2024-04-09,in_cc_ratio,90.49,Same Country
812,2024-04-10,in_cc_ratio,89.3,Same Country
813,2024-04-11,in_cc_ratio,88.18,Same Country
814,2024-04-12,in_cc_ratio,90.04,Same Country
815,2024-04-13,in_cc_ratio,88.55,Same Country
816,2024-04-14,in_cc_ratio,90.48,Same Country
817,2024-04-15,in_cc_ratio,89.94,Same Country
818,2024-04-16,in_cc_ratio,88.99,Same Country
819,2024-04-17,in_cc_ratio,87.69,Same Country
820,2024-04-18,in_cc_ratio,89.24,Same Country
821,2024-04-19,in_cc_ratio,89.38,Same Country
822,2024-04-20,in_cc_ratio,90.46,Same Country
823,2024-04-21,in_cc_ratio,92.61,Same Country
824,2024-04-22,in_cc_ratio,91.34,Same Country
825,2024-04-23,in_cc_ratio,90.19,Same Country
826,2024-04-24,in_cc_ratio,90.76,Same Country
827,2024-04-25,in_cc_ratio,90.81,Same Country
828,2024-04-26,in_cc_ratio,90.37,Same Country
829,2024-04-27,in_cc_ratio,90.86,Same Country
830,2024-04-28,in_cc_ratio,92.44,Same Country
831,2024-04-29,in_cc_ratio,88.73,Same Country
832,2024-04-30,in_cc_ratio,89.24,Same Country
833,2024-05-01,in_cc_ratio,90.66,Same Country
834,2024-05-02,in_cc_ratio,87.82,Same Country
835,2024-05-03,in_cc_ratio,88.94,Same Country
836,2024-05-04,in_cc_ratio,90.32,Same Country
837,2024-05-05,in_cc_ratio,91.49,Same Country
838,2024-05-06,in_cc_ratio,89.23,Same Country
839,2024-05-07,in_cc_ratio,88.62,Same Country
840,2024-05-08,in_cc_ratio,91.13,Same Country
841,2024-05-09,in_cc_ratio,90.08,Same Country
842,2024-05-10,in_cc_ratio,89.07,Same Country
843,2024-05-11,in_cc_ratio,88.91,Same Country
844,2024-05-12,in_cc_ratio,91.78,Same Country
845,2024-05-13,in_cc_ratio,90.09,Same Country
846,2024-05-14,in_cc_ratio,89.23,Same Country
847,2024-05-15,in_cc_ratio,88.73,Same Country
848,2024-05-16,in_cc_ratio,87.46,Same Country
849,2024-05-17,in_cc_ratio,87.29,Same Country
850,2024-05-18,in_cc_ratio,88.69,Same Country
851,2024-05-19,in_cc_ratio,90.92,Same Country
852,2024-05-20,in_cc_ratio,91.91,Same Country
853,2024-05-21,in_cc_ratio,90.35,Same Country
854,2024-05-22,in_cc_ratio,91.59,Same Country
855,2024-05-23,in_cc_ratio,90.26,Same Country
856,2024-05-24,in_cc_ratio,90.28,Same Country
857,2024-05-25,in_cc_ratio,90.59,Same Country
858,2024-05-26,in_cc_ratio,91.92,Same Country
859,2024-05-27,in_cc_ratio,91.8,Same Country
860,2024-05-28,in_cc_ratio,92.25,Same Country
861,2024-05-29,in_cc_ratio,92.18,Same Country
862,2024-05-30,in_cc_ratio,91.48,Same Country
863,2024-05-31,in_cc_ratio,91.37,Same Country
864,2024-06-01,in_cc_ratio,91.35,Same Country
865,2024-06-02,in_cc_ratio,92.56,Same Country
866,2024-06-03,in_cc_ratio,90.27,Same Country
867,2024-06-04,in_cc_ratio,89.15,Same Country
868,2022-01-01,out_cc_ratio,14.16,Different Country
869,2022-01-02,out_cc_ratio,12.2,Different Country
870,2022-01-03,out_cc_ratio,13.7,Different Country
871,2022-01-04,out_cc_ratio,16.46,Different Country
872,2022-01-05,out_cc_ratio,17.46,Different Country
873,2022-01-06,out_cc_ratio,18.1,Different Country
874,2022-01-07,out_cc_ratio,17.58,Different Country
875,2022-01-08,out_cc_ratio,15.46,Different Country
876,2022-01-09,out_cc_ratio,13.88,Different Country
877,2022-01-10,out_cc_ratio,16.45,Different Country
878,2022-01-11,out_cc_ratio,18.45,Different Country
879,2022-01-12,out_cc_ratio,20.13,Different Country
880,2022-01-13,out_cc_ratio,22.72,Different Country
881,2022-01-14,out_cc_ratio,23.07,Different Country
882,2022-01-15,out_cc_ratio,20.67,Different Country
883,2022-01-16,out_cc_ratio,18.5,Different Country
884,2022-01-17,out_cc_ratio,20.25,Different Country
885,2022-01-18,out_cc_ratio,20.97,Different Country
886,2022-01-19,out_cc_ratio,21.56,Different Country
887,2022-01-20,out_cc_ratio,22.06,Different Country
888,2022-01-21,out_cc_ratio,21.14,Different Country
889,2022-01-22,out_cc_ratio,19.76,Different Country
890,2022-01-23,out_cc_ratio,18.52,Different Country
891,2022-01-24,out_cc_ratio,20.15,Different Country
892,2022-01-25,out_cc_ratio,21.35,Different Country
893,2022-01-26,out_cc_ratio,21.65,Different Country
894,2022-01-27,out_cc_ratio,24.12,Different Country
895,2022-01-28,out_cc_ratio,21.7,Different Country
896,2022-01-29,out_cc_ratio,20.69,Different Country
897,2022-01-30,out_cc_ratio,18.97,Different Country
898,2022-01-31,out_cc_ratio,21.09,Different Country
899,2022-02-01,out_cc_ratio,20.89,Different Country
900,2022-02-02,out_cc_ratio,20.57,Different Country
901,2022-02-03,out_cc_ratio,22.33,Different Country
902,2022-02-04,out_cc_ratio,24.84,Different Country
903,2022-02-05,out_cc_ratio,21.09,Different Country
904,2022-02-06,out_cc_ratio,19.78,Different Country
905,2022-02-07,out_cc_ratio,21.65,Different Country
906,2022-02-08,out_cc_ratio,20.44,Different Country
907,2022-02-09,out_cc_ratio,20.52,Different Country
908,2022-02-10,out_cc_ratio,21.82,Different Country
909,2022-02-11,out_cc_ratio,20.62,Different Country
910,2022-02-12,out_cc_ratio,20.35,Different Country
911,2022-02-13,out_cc_ratio,19.38,Different Country
912,2022-02-14,out_cc_ratio,20.24,Different Country
913,2022-02-15,out_cc_ratio,19.56,Different Country
914,2022-02-16,out_cc_ratio,19.28,Different Country
915,2022-02-17,out_cc_ratio,20.8,Different Country
916,2022-02-18,out_cc_ratio,21.91,Different Country
917,2022-02-19,out_cc_ratio,21.94,Different Country
918,2022-02-20,out_cc_ratio,20.98,Different Country
919,2022-02-21,out_cc_ratio,22.94,Different Country
920,2022-02-22,out_cc_ratio,23.37,Different Country
921,2022-02-23,out_cc_ratio,22.95,Different Country
922,2022-02-24,out_cc_ratio,23.35,Different Country
923,2022-02-25,out_cc_ratio,22.28,Different Country
924,2022-02-26,out_cc_ratio,21.33,Different Country
925,2022-02-27,out_cc_ratio,20.65,Different Country
926,2022-02-28,out_cc_ratio,21.28,Different Country
927,2022-03-01,out_cc_ratio,22.91,Different Country
928,2022-03-02,out_cc_ratio,20.39,Different Country
929,2022-03-03,out_cc_ratio,21.65,Different Country
930,2022-03-04,out_cc_ratio,20.35,Different Country
931,2022-03-05,out_cc_ratio,18.5,Different Country
932,2022-03-06,out_cc_ratio,18.81,Different Country
933,2022-03-07,out_cc_ratio,22.05,Different Country
934,2022-03-08,out_cc_ratio,22.2,Different Country
935,2022-03-09,out_cc_ratio,20.73,Different Country
936,2022-03-10,out_cc_ratio,22.85,Different Country
937,2022-03-11,out_cc_ratio,21.7,Different Country
938,2022-03-12,out_cc_ratio,20.02,Different Country
939,2022-03-13,out_cc_ratio,19.51,Different Country
940,2022-03-14,out_cc_ratio,21.56,Different Country
941,2022-03-15,out_cc_ratio,20.0,Different Country
942,2022-03-16,out_cc_ratio,19.79,Different Country
943,2022-03-17,out_cc_ratio,22.59,Different Country
944,2022-03-18,out_cc_ratio,26.35,Different Country
945,2022-03-19,out_cc_ratio,24.21,Different Country
946,2022-03-20,out_cc_ratio,23.83,Different Country
947,2022-03-21,out_cc_ratio,24.66,Different Country
948,2022-03-22,out_cc_ratio,28.13,Different Country
949,2022-03-23,out_cc_ratio,30.4,Different Country
950,2022-03-24,out_cc_ratio,35.63,Different Country
951,2022-03-25,out_cc_ratio,33.52,Different Country
952,2022-03-26,out_cc_ratio,30.37,Different Country
953,2022-03-27,out_cc_ratio,29.77,Different Country
954,2022-03-28,out_cc_ratio,30.9,Different Country
955,2022-03-29,out_cc_ratio,28.64,Different Country
956,2022-03-30,out_cc_ratio,29.61,Different Country
957,2022-03-31,out_cc_ratio,32.39,Different Country
958,2022-04-01,out_cc_ratio,31.91,Different Country
959,2022-04-02,out_cc_ratio,29.46,Different Country
960,2022-04-03,out_cc_ratio,30.33,Different Country
961,2022-04-04,out_cc_ratio,32.65,Different Country
962,2022-04-05,out_cc_ratio,31.49,Different Country
963,2022-04-06,out_cc_ratio,26.72,Different Country
964,2022-04-07,out_cc_ratio,30.58,Different Country
965,2022-04-08,out_cc_ratio,30.45,Different Country
966,2022-04-09,out_cc_ratio,25.36,Different Country
967,2022-04-10,out_cc_ratio,23.26,Different Country
968,2022-04-11,out_cc_ratio,25.22,Different Country
969,2022-04-12,out_cc_ratio,24.32,Different Country
970,2022-04-13,out_cc_ratio,22.93,Different Country
971,2022-04-14,out_cc_ratio,26.56,Different Country
972,2022-04-15,out_cc_ratio,26.45,Different Country
973,2022-04-16,out_cc_ratio,26.82,Different Country
974,2022-04-17,out_cc_ratio,25.74,Different Country
975,2022-04-18,out_cc_ratio,23.6,Different Country
976,2022-04-19,out_cc_ratio,26.11,Different Country
977,2022-04-20,out_cc_ratio,23.47,Different Country
978,2022-04-21,out_cc_ratio,24.96,Different Country
979,2022-04-22,out_cc_ratio,24.67,Different Country
980,2022-04-23,out_cc_ratio,22.89,Different Country
981,2022-04-24,out_cc_ratio,22.23,Different Country
982,2022-04-25,out_cc_ratio,24.6,Different Country
983,2022-04-26,out_cc_ratio,28.33,Different Country
984,2022-04-27,out_cc_ratio,31.09,Different Country
985,2022-04-28,out_cc_ratio,33.32,Different Country
986,2022-04-29,out_cc_ratio,32.27,Different Country
987,2022-04-30,out_cc_ratio,31.49,Different Country
988,2022-05-01,out_cc_ratio,29.58,Different Country
989,2022-05-02,out_cc_ratio,31.62,Different Country
990,2022-05-03,out_cc_ratio,31.94,Different Country
991,2022-05-04,out_cc_ratio,32.95,Different Country
992,2022-05-05,out_cc_ratio,33.42,Different Country
993,2022-05-06,out_cc_ratio,30.92,Different Country
994,2022-05-07,out_cc_ratio,30.6,Different Country
995,2022-05-08,out_cc_ratio,28.98,Different Country
996,2022-05-09,out_cc_ratio,31.46,Different Country
997,2022-05-10,out_cc_ratio,31.98,Different Country
998,2022-05-12,out_cc_ratio,31.73,Different Country
999,2022-05-13,out_cc_ratio,35.11,Different Country
1000,2022-05-14,out_cc_ratio,31.62,Different Country
1001,2022-05-15,out_cc_ratio,30.5,Different Country
1002,2022-05-16,out_cc_ratio,31.17,Different Country
1003,2022-05-17,out_cc_ratio,32.08,Different Country
1004,2022-05-18,out_cc_ratio,30.79,Different Country
1005,2022-05-19,out_cc_ratio,32.63,Different Country
1006,2022-05-20,out_cc_ratio,32.05,Different Country
1007,2022-05-21,out_cc_ratio,28.68,Different Country
1008,2022-05-22,out_cc_ratio,27.07,Different Country
1009,2022-05-23,out_cc_ratio,28.49,Different Country
1010,2022-05-24,out_cc_ratio,29.68,Different Country
1011,2022-05-25,out_cc_ratio,28.41,Different Country
1012,2022-05-26,out_cc_ratio,27.08,Different Country
1013,2022-05-27,out_cc_ratio,29.39,Different Country
1014,2022-05-28,out_cc_ratio,29.99,Different Country
1015,2022-05-29,out_cc_ratio,27.32,Different Country
1016,2022-05-30,out_cc_ratio,28.93,Different Country
1017,2022-05-31,out_cc_ratio,28.0,Different Country
1018,2022-06-01,out_cc_ratio,28.76,Different Country
1019,2022-06-02,out_cc_ratio,29.35,Different Country
1020,2022-06-03,out_cc_ratio,28.81,Different Country
1021,2022-06-04,out_cc_ratio,27.66,Different Country
1022,2022-06-05,out_cc_ratio,26.51,Different Country
1023,2022-06-06,out_cc_ratio,25.35,Different Country
1024,2022-06-07,out_cc_ratio,26.96,Different Country
1025,2022-06-08,out_cc_ratio,25.99,Different Country
1026,2022-06-09,out_cc_ratio,27.88,Different Country
1027,2022-06-10,out_cc_ratio,27.24,Different Country
1028,2022-06-11,out_cc_ratio,27.37,Different Country
1029,2022-06-12,out_cc_ratio,25.57,Different Country
1030,2022-06-13,out_cc_ratio,26.05,Different Country
1031,2022-06-14,out_cc_ratio,27.63,Different Country
1032,2022-06-15,out_cc_ratio,26.33,Different Country
1033,2022-06-16,out_cc_ratio,28.3,Different Country
1034,2022-06-17,out_cc_ratio,29.49,Different Country
1035,2022-06-18,out_cc_ratio,27.36,Different Country
1036,2022-06-19,out_cc_ratio,27.31,Different Country
1037,2022-06-20,out_cc_ratio,26.94,Different Country
1038,2022-06-21,out_cc_ratio,28.63,Different Country
1039,2022-06-22,out_cc_ratio,27.82,Different Country
1040,2022-06-23,out_cc_ratio,29.28,Different Country
1041,2022-06-24,out_cc_ratio,27.88,Different Country
1042,2022-06-25,out_cc_ratio,24.63,Different Country
1043,2022-06-26,out_cc_ratio,23.7,Different Country
1044,2022-06-27,out_cc_ratio,25.6,Different Country
1045,2022-06-28,out_cc_ratio,26.94,Different Country
1046,2022-06-29,out_cc_ratio,26.61,Different Country
1047,2022-06-30,out_cc_ratio,27.59,Different Country
1048,2022-07-01,out_cc_ratio,26.35,Different Country
1049,2022-07-02,out_cc_ratio,25.94,Different Country
1050,2022-07-03,out_cc_ratio,22.46,Different Country
1051,2022-07-04,out_cc_ratio,23.98,Different Country
1052,2022-07-05,out_cc_ratio,25.57,Different Country
1053,2022-07-06,out_cc_ratio,26.99,Different Country
1054,2022-07-07,out_cc_ratio,25.88,Different Country
1055,2022-07-08,out_cc_ratio,26.6,Different Country
1056,2022-07-09,out_cc_ratio,24.5,Different Country
